"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 23 15:45:25 GMT 2023","Thu Feb 23 15:45:51 GMT 2023","25675","","Add Media","","","","A.M_1. Add Media to Case",""
"failed","Thu Feb 23 16:06:26 GMT 2023","Thu Feb 23 16:06:26 GMT 2023","297","","Chain of Custody","","","","CoC_1. Check Out",""
"passed","Thu Feb 23 15:43:47 GMT 2023","Thu Feb 23 15:44:07 GMT 2023","20347","Add Item","3 Add Item with Custom Form","","","","3.5 --- Splitting item with Currency Form attached",""
"failed","Thu Feb 23 15:53:39 GMT 2023","Thu Feb 23 15:55:02 GMT 2023","83040","Add User","1.1 Org Admin","","","","1.1.4 validation message for inactive user account",""
"passed","Thu Feb 23 15:46:51 GMT 2023","Thu Feb 23 15:46:59 GMT 2023","8364","","Add Notes - Org1","","","","A.N_2. Add Note to Item",""
"passed","Thu Feb 23 16:14:48 GMT 2023","Thu Feb 23 16:15:09 GMT 2023","20373","","Edit Person","","","","3. Edit and verify reduced number of values on Person View page - Business Name",""
"passed","Thu Feb 23 16:20:08 GMT 2023","Thu Feb 23 16:20:29 GMT 2023","21423","","Item Transactions & Actions","","","","5. Verify Undispose transaction and enabled/disabled actions for Checked In item",""
"passed","Thu Feb 23 15:43:28 GMT 2023","Thu Feb 23 15:43:47 GMT 2023","18234","Add Item","3 Add Item with Custom Form","","","","3.4 --- Duplicating item with Currency Form attached",""
"passed","Thu Feb 23 15:29:00 GMT 2023","Thu Feb 23 15:29:16 GMT 2023","15640","Add Case","2. --- with Case Number formatting in Org, AutoDispo OFF ","","","","2.1 verify Org Case Number Format and check that Case Review Date/Notes is NOT displayed for Org Admin",""
"passed","Thu Feb 23 15:48:13 GMT 2023","Thu Feb 23 15:48:19 GMT 2023","6733","Add Person","1. Org Admin","","","","1.4. redirect to Case View page",""
"failed","Thu Feb 23 15:51:19 GMT 2023","Thu Feb 23 15:52:46 GMT 2023","86950","Add User","1.1 Org Admin","","","","1.1.1. add user with all fields -- log in with newly created account",""
"passed","Thu Feb 23 15:46:09 GMT 2023","Thu Feb 23 15:46:17 GMT 2023","8248","","Add Media","","","","A.M_4. Add Media to Task",""
"passed","Thu Feb 23 16:11:21 GMT 2023","Thu Feb 23 16:12:15 GMT 2023","54442","","Edit Item","","","","2. Edit and verify all values on Item View page -- keep the previous values in multiselect fields  - Tags & Item Belongs To; 2.1. hitting *enter* button does not wipe out Additional Barcode",""
"passed","Thu Feb 23 15:48:05 GMT 2023","Thu Feb 23 15:48:13 GMT 2023","7277","Add Person","1. Org Admin","","","","1.3. Business Name populated only -- redirect to Add Item page",""
"failed","Thu Feb 23 15:45:51 GMT 2023","Thu Feb 23 15:45:55 GMT 2023","4437","","Add Media","","","","A.M_2. Add Media to Item",""
"passed","Thu Feb 23 15:48:45 GMT 2023","Thu Feb 23 15:49:10 GMT 2023","25144","Add Person","3. Add Person with Custom Form","","","","3.1. --- with required Custom Form filled out, all required fields on Form",""
"passed","Thu Feb 23 15:29:58 GMT 2023","Thu Feb 23 15:30:30 GMT 2023","31304","Add Case","3. --- with Case Number formatting in Office ","","","","3.1 verify Office Case Number Format with default validation message",""
"passed","Thu Feb 23 15:50:24 GMT 2023","Thu Feb 23 15:50:41 GMT 2023","17394","Add Task","1.1 Org Admin","","","","A.T_1.3. Add task assigned to 1 User Group and check email notification with less Task details",""
"passed","Thu Feb 23 16:18:32 GMT 2023","Thu Feb 23 16:18:51 GMT 2023","18458","","Item Transactions & Actions","","","","1. Verify Check Out transaction and enabled/disabled actions for Checked Out item",""
"failed","Thu Feb 23 16:04:20 GMT 2023","Thu Feb 23 16:05:44 GMT 2023","83530","Auto-Disposition","3. Verify ""Re-Distribute Case Review Dates"" functionality","","","","3.1 Verify ""Re-Distribute"" for ""Past Due"" cases",""
"passed","Thu Feb 23 15:42:56 GMT 2023","Thu Feb 23 15:43:14 GMT 2023","18661","Add Item","3 Add Item with Custom Form","","","","3.2 --- with required Custom Form but not filled out, all optional fields on Form",""
"failed","Thu Feb 23 16:17:16 GMT 2023","Thu Feb 23 16:17:55 GMT 2023","38396","","Edit User","","","","2.1 Add User to a Group, then add to another Group --> Verify that previous User Group is not overwritten",""
"passed","Thu Feb 23 16:12:15 GMT 2023","Thu Feb 23 16:12:51 GMT 2023","35412","","Edit Item","","","","3. Remove all optional values & check history records",""
"passed","Thu Feb 23 15:49:55 GMT 2023","Thu Feb 23 15:50:06 GMT 2023","11442","Add Task","1.1 Org Admin","","","","1.1.1 Add task with required fields only -- keep it Unassigned",""
"failed","Thu Feb 23 15:29:16 GMT 2023","Thu Feb 23 15:29:56 GMT 2023","40385","Add Case","2. --- with Case Number formatting in Org, AutoDispo OFF ","","","","2.2 verify Org Case Number Format with custom validation message",""
"passed","Thu Feb 23 15:53:24 GMT 2023","Thu Feb 23 15:53:39 GMT 2023","14900","Add User","1.1 Org Admin","","","","1.1.3 validation message for missing permissions",""
"passed","Thu Feb 23 15:46:38 GMT 2023","Thu Feb 23 15:46:50 GMT 2023","12764","","Add Notes - Org1","","","","A.N_1. Add Note to Case",""
"passed","Thu Feb 23 15:26:53 GMT 2023","Thu Feb 23 15:27:15 GMT 2023","22235","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.3 Org Admin-- minimum case fields -- redirect to Add Item page",""
"passed","Thu Feb 23 15:45:55 GMT 2023","Thu Feb 23 15:46:09 GMT 2023","13345","","Add Media","","","","A.M_3. Add Media to Person",""
"passed","Thu Feb 23 16:03:52 GMT 2023","Thu Feb 23 16:04:06 GMT 2023","13942","","Auto-Disposition","","","","1 Verify auto-dispo can be enabled and disabled in Org Settings",""
"passed","Thu Feb 23 15:49:11 GMT 2023","Thu Feb 23 15:49:18 GMT 2023","7641","Add Person","3. Add Person with Custom Form","","","","3.2. --- with required Custom Form but not filled out, all optional fields on Form",""
"passed","Thu Feb 23 15:27:32 GMT 2023","Thu Feb 23 15:27:49 GMT 2023","17303","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.5 Org Admin-- minimum case fields -- redirect to Media tab on Case View page",""
"passed","Thu Feb 23 15:26:36 GMT 2023","Thu Feb 23 15:26:53 GMT 2023","16603","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.2 Org Admin-- minimum case fields -- redirect to Add Case page again",""
"failed","Thu Feb 23 16:14:02 GMT 2023","Thu Feb 23 16:14:32 GMT 2023","30685","","Edit Person","","","","1. Edit and verify all values on Person View page",""
"passed","Thu Feb 23 15:33:04 GMT 2023","Thu Feb 23 15:34:35 GMT 2023","90977","Add Case","7. --- with required Custom Form filled out, all required fields on Form","","","","7.1 verify all values are properly saved to the custom form -single user in custom User/User Group field",""
"passed","Thu Feb 23 15:50:41 GMT 2023","Thu Feb 23 15:50:53 GMT 2023","11991","Add Task","1.1 Org Admin","","","","A.T_1.3. Add task assigned to 1 User and 1 User Group and check email notification with more Task details",""
"failed","Thu Feb 23 15:59:23 GMT 2023","Thu Feb 23 16:01:53 GMT 2023","149696","Add User","1.3 --- with Custom Forms","","","","1.3.2 --- with required Custom Form but not filled out, all optional fields on Form",""
"passed","Thu Feb 23 15:35:12 GMT 2023","Thu Feb 23 15:36:09 GMT 2023","56697","Add Case","9. --- with multiple users/groups in Case Officers field","","","","9.1 verify multiple Users and Groups can be saved in Case Officers field and Custom User/User Group",""
"passed","Thu Feb 23 15:55:02 GMT 2023","Thu Feb 23 15:56:18 GMT 2023","75594","Add User","1.2 Power User -- all permissions in Office","","","","1.2.1. Office Admin can create a new user account",""
"skipped","Thu Feb 23 16:05:44 GMT 2023","Thu Feb 23 16:05:44 GMT 2023","4","Auto-Disposition","3. Verify ""Re-Distribute Case Review Dates"" functionality","","","","A.D.4.2 Verify ""Re-Distribute"" for ""Upcoming"" cases",""
"passed","Thu Feb 23 16:07:26 GMT 2023","Thu Feb 23 16:08:03 GMT 2023","37134","","Edit Case","","","","2. Edit and verify all values on Case View page -- keep the previous values and add new ones in multiselect fields (Case Officers, Tags)",""
"passed","Thu Feb 23 15:32:37 GMT 2023","Thu Feb 23 15:32:59 GMT 2023","21458","Add Case","6. --- with Auto Assigned Case Number ","","","","6.1 verify Auto Assigned Case Number with Default Case Number Prefix",""
"passed","Thu Feb 23 15:30:40 GMT 2023","Thu Feb 23 15:31:00 GMT 2023","19398","Add Case","4. --- with Default Case Number in Org ","","","","4.1 verify Org Default Case Number Prefix, clear a default value and save the other one",""
"passed","Thu Feb 23 16:14:32 GMT 2023","Thu Feb 23 16:14:48 GMT 2023","15781","","Edit Person","","","","2. Edit and verify reduced number of values on Person View page - First & Last Name",""
