"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 23 22:27:37 GMT 2023","Thu Feb 23 22:27:51 GMT 2023","13747","","Edit Case","","","","8. Add a Case with disabled fields & check if required fields are displayed properly on Case Edit page after enabling",""
"passed","Thu Feb 23 21:44:05 GMT 2023","Thu Feb 23 21:44:35 GMT 2023","29796","Add Item","1. Org Admin","","","","1.4. Add item from Item Search -- redirect to Case View /Items tab",""
"passed","Thu Feb 23 22:33:55 GMT 2023","Thu Feb 23 22:34:21 GMT 2023","26220","","Edit Person","","","","3. Edit and verify reduced number of values on Person View page - Business Name",""
"passed","Thu Feb 23 21:54:06 GMT 2023","Thu Feb 23 21:54:21 GMT 2023","14590","","Add Notes - Org1","","","","A.N_3. Add Note to Person",""
"passed","Thu Feb 23 21:46:37 GMT 2023","Thu Feb 23 21:47:13 GMT 2023","35533","Add Item","1. Org Admin","","","","1.9. Only active people should show up in ""Recovered By"" field when searching by first/middle/last name or email",""
"skipped","Thu Feb 23 22:22:42 GMT 2023","Thu Feb 23 22:22:42 GMT 2023","3","Auto-Disposition","3. Verify ""Re-Distribute Case Review Dates"" functionality","","","","A.D.4.2 Verify ""Re-Distribute"" for ""Upcoming"" cases",""
"passed","Thu Feb 23 21:49:57 GMT 2023","Thu Feb 23 21:50:25 GMT 2023","28602","Add Item","3 Add Item with Custom Form","","","","3.5 --- Splitting item with Currency Form attached",""
"passed","Thu Feb 23 21:53:56 GMT 2023","Thu Feb 23 21:54:06 GMT 2023","9874","","Add Notes - Org1","","","","A.N_2. Add Note to Item",""
"passed","Thu Feb 23 21:36:59 GMT 2023","Thu Feb 23 21:37:31 GMT 2023","32791","Add Case","5. --- with Default Case Number in Office ","","","","5.1 verify Office Default Case Number Prefix",""
"passed","Thu Feb 23 21:56:59 GMT 2023","Thu Feb 23 21:57:15 GMT 2023","16060","Add Person","3. Add Person with Custom Form","","","","3.2. --- with required Custom Form but not filled out, all optional fields on Form",""
"passed","Thu Feb 23 21:56:22 GMT 2023","Thu Feb 23 21:56:59 GMT 2023","36717","Add Person","3. Add Person with Custom Form","","","","3.1. --- with required Custom Form filled out, all required fields on Form",""
"passed","Thu Feb 23 21:35:25 GMT 2023","Thu Feb 23 21:35:59 GMT 2023","33764","Add Case","3. --- with Case Number formatting in Office ","","","","3.1 verify Office Case Number Format with default validation message",""
"passed","Thu Feb 23 21:58:04 GMT 2023","Thu Feb 23 21:58:16 GMT 2023","11861","Add Task","1.1 Org Admin","","","","1.1.1 Add task with required fields only -- keep it Unassigned",""
"passed","Thu Feb 23 22:31:05 GMT 2023","Thu Feb 23 22:31:50 GMT 2023","44219","","Edit Item","","","","3. Remove all optional values & check history records",""
"passed","Thu Feb 23 22:27:01 GMT 2023","Thu Feb 23 22:27:35 GMT 2023","34066","","Edit Case","","","","7. Remove all optional values & check history records",""
"passed","Thu Feb 23 21:46:07 GMT 2023","Thu Feb 23 21:46:37 GMT 2023","29615","Add Item","1. Org Admin","","","","1.8. Add Item from Person View/ Items Custodian tab -- redirect to Split Item page and complete the action",""
"passed","Thu Feb 23 21:58:44 GMT 2023","Thu Feb 23 21:59:01 GMT 2023","17927","Add Task","1.1 Org Admin","","","","A.T_1.3. Add task assigned to 1 User and 1 User Group and check email notification with more Task details",""
"passed","Thu Feb 23 21:38:45 GMT 2023","Thu Feb 23 21:39:08 GMT 2023","23376","Add Case","8. --- with required Custom Form but not filled out, all optional fields on Form","","","","8.1 verify that required custom form is attached to the case with blank fields",""
"passed","Thu Feb 23 21:32:43 GMT 2023","Thu Feb 23 21:33:02 GMT 2023","18262","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.5 Org Admin-- minimum case fields -- redirect to Media tab on Case View page",""
"passed","Thu Feb 23 21:55:37 GMT 2023","Thu Feb 23 21:55:50 GMT 2023","12440","Add Person","1. Org Admin","","","","1.4. redirect to Case View page",""
"passed","Thu Feb 23 22:20:41 GMT 2023","Thu Feb 23 22:20:55 GMT 2023","13502","","Auto-Disposition","","","","2. Verify validation message for Follow Up Days",""
"failed","Thu Feb 23 21:44:35 GMT 2023","Thu Feb 23 21:45:15 GMT 2023","40314","Add Item","1. Org Admin","","","","1.5. Add item from Scan page -- redirect to Item View/Media tab",""
"passed","Thu Feb 23 22:26:05 GMT 2023","Thu Feb 23 22:26:27 GMT 2023","21957","","Edit Case","","","","4.  Case Number Formatting at Org level -- old case that was saved without formatting can be edited without changing Case Number or changing it with proper format",""
"passed","Thu Feb 23 21:54:48 GMT 2023","Thu Feb 23 21:55:12 GMT 2023","23394","Add Person","1. Org Admin","","","","1.1. All fields enabled -- redirect to View Added Person",""
"passed","Thu Feb 23 21:52:51 GMT 2023","Thu Feb 23 21:53:04 GMT 2023","12575","","Add Media","","","","A.M_3. Add Media to Person",""
"passed","Thu Feb 23 21:54:21 GMT 2023","Thu Feb 23 21:54:28 GMT 2023","6966","","Add Notes - Org1","","","","A.N_4. Add Note to Task",""
"passed","Thu Feb 23 22:25:31 GMT 2023","Thu Feb 23 22:26:02 GMT 2023","31348","","Edit Case","","","","3. Edit and verify reduced number of values on Case View page -- enter User Group instead of User as Case Officer",""
"failed","Thu Feb 23 22:33:20 GMT 2023","Thu Feb 23 22:33:52 GMT 2023","31763","","Edit Person","","","","1. Edit and verify all values on Person View page",""
"failed","Thu Feb 23 21:59:31 GMT 2023","Thu Feb 23 22:01:49 GMT 2023","138246","Add User","1.1 Org Admin","","","","1.1.1. add user with all fields -- log in with newly created account",""
"passed","Thu Feb 23 22:24:43 GMT 2023","Thu Feb 23 22:25:29 GMT 2023","46475","","Edit Case","","","","2. Edit and verify all values on Case View page -- keep the previous values and add new ones in multiselect fields (Case Officers, Tags)",""
"skipped","Thu Feb 23 22:06:39 GMT 2023","Thu Feb 23 22:06:39 GMT 2023","5","Add User","1.1 Org Admin","","","","A.U_3. Add External User",""
"failed","Thu Feb 23 22:08:18 GMT 2023","Thu Feb 23 22:13:00 GMT 2023","282011","Add User","1.3 --- with Custom Forms","","","","1.3.1 --- with required Custom Form filled out, all required fields on Form",""
"skipped","Thu Feb 23 22:20:55 GMT 2023","Thu Feb 23 22:20:55 GMT 2023","8","","Auto-Disposition","","","","3.2 Verify ""Close X Cases"" functionality",""
"passed","Thu Feb 23 21:35:59 GMT 2023","Thu Feb 23 21:36:07 GMT 2023","7321","Add Case","3. --- with Case Number formatting in Office ","","","","3.2 verify Office Case Number Format with custom validation message",""
"passed","Thu Feb 23 21:33:23 GMT 2023","Thu Feb 23 21:34:22 GMT 2023","58882","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.7 Power User can add case and view/enter/update Review Date/Notes when having AutoDispo permissions",""
"passed","Thu Feb 23 21:55:27 GMT 2023","Thu Feb 23 21:55:37 GMT 2023","10450","Add Person","1. Org Admin","","","","1.3. Business Name populated only -- redirect to Add Item page",""
"passed","Thu Feb 23 21:37:52 GMT 2023","Thu Feb 23 21:38:41 GMT 2023","49212","Add Case","7. --- with required Custom Form filled out, all required fields on Form","","","","7.1 verify all values are properly saved to the custom form -single user in custom User/User Group field",""
"passed","Thu Feb 23 22:26:27 GMT 2023","Thu Feb 23 22:26:45 GMT 2023","18536","","Edit Case","","","","5. Case Number Formatting at Office level -- old case that was saved without formatting can be edited without changing Case Number or changing it with proper format",""
"passed","Thu Feb 23 21:34:24 GMT 2023","Thu Feb 23 21:34:41 GMT 2023","16735","Add Case","2. --- with Case Number formatting in Org, AutoDispo OFF ","","","","2.1 verify Org Case Number Format and check that Case Review Date/Notes is NOT displayed for Org Admin",""
"passed","Thu Feb 23 21:47:13 GMT 2023","Thu Feb 23 21:47:50 GMT 2023","37063","Add Item","2 Power User -- all permissions in Office, with and without access to Storage Location","","","","2.1 verify that user can add all values but can select only Storage Location(s) that s/he has access to",""
"failed","Thu Feb 23 22:13:01 GMT 2023","Thu Feb 23 22:17:01 GMT 2023","240327","Add User","1.3 --- with Custom Forms","","","","1.3.2 --- with required Custom Form but not filled out, all optional fields on Form",""
"failed","Thu Feb 23 21:52:45 GMT 2023","Thu Feb 23 21:52:51 GMT 2023","5546","","Add Media","","","","A.M_2. Add Media to Item",""
"passed","Thu Feb 23 21:45:15 GMT 2023","Thu Feb 23 21:45:40 GMT 2023","24612","Add Item","1. Org Admin","","","","1.6. Add Item from Person View/ Items Recovered By -- redirect to Item View/ Notes tab",""
"passed","Thu Feb 23 21:55:50 GMT 2023","Thu Feb 23 21:56:22 GMT 2023","31967","Add Person","2. Power User -- all permissions in Office","","","","2.1. verify that user can add all values",""
"failed","Thu Feb 23 22:04:23 GMT 2023","Thu Feb 23 22:06:39 GMT 2023","136026","Add User","1.1 Org Admin","","","","1.1.4 validation message for inactive user account",""
"passed","Thu Feb 23 21:49:30 GMT 2023","Thu Feb 23 21:49:56 GMT 2023","26063","Add Item","3 Add Item with Custom Form","","","","3.4 --- Duplicating item with Currency Form attached",""
"skipped","Thu Feb 23 22:20:55 GMT 2023","Thu Feb 23 22:20:55 GMT 2023","2","","Auto-Disposition","","","","3.4 Verify ""View X Cases"" functionality",""
"passed","Thu Feb 23 22:23:51 GMT 2023","Thu Feb 23 22:24:41 GMT 2023","50607","","Edit Case","","","","1. Edit and verify all values on Case View page -- replace the current values in multiselect fields (Case Officers, Tags)",""
"passed","Thu Feb 23 21:52:19 GMT 2023","Thu Feb 23 21:52:45 GMT 2023","26063","","Add Media","","","","A.M_1. Add Media to Case",""
"passed","Thu Feb 23 21:37:34 GMT 2023","Thu Feb 23 21:37:49 GMT 2023","15076","Add Case","6. --- with Auto Assigned Case Number ","","","","6.1 verify Auto Assigned Case Number with Default Case Number Prefix",""
"passed","Thu Feb 23 21:42:43 GMT 2023","Thu Feb 23 21:43:36 GMT 2023","52597","Add Item","1. Org Admin","","","","1.2. Optional fields disabled -- redirect to View Added Item -- Item Belongs To Shows All People"" turned OFF in Org Settings -- multiple values selected for ""Item Belongs to"" and Tags",""
"passed","Thu Feb 23 21:36:44 GMT 2023","Thu Feb 23 21:36:56 GMT 2023","11753","Add Case","4. --- with Default Case Number in Org ","","","","4.3 verify Org Default Case Number Prefix and Org Formatting pattern, before and after page reload",""
"passed","Thu Feb 23 21:45:40 GMT 2023","Thu Feb 23 21:46:07 GMT 2023","26955","Add Item","1. Org Admin","","","","1.7. Add Item from Person View/ ""Items Belonging to"" tab -- redirect to Add Duplicate Item page and complete the action",""
"passed","Thu Feb 23 21:36:09 GMT 2023","Thu Feb 23 21:36:27 GMT 2023","17686","Add Case","4. --- with Default Case Number in Org ","","","","4.1 verify Org Default Case Number Prefix, clear a default value and save the other one",""
"failed","Thu Feb 23 22:23:34 GMT 2023","Thu Feb 23 22:23:34 GMT 2023","325","","Chain of Custody","","","","CoC_1. Check Out",""
"passed","Thu Feb 23 21:39:12 GMT 2023","Thu Feb 23 21:39:48 GMT 2023","35464","Add Case","9. --- with multiple users/groups in Case Officers field","","","","9.1 verify multiple Users and Groups can be saved in Case Officers field and Custom User/User Group",""
"passed","Thu Feb 23 21:31:03 GMT 2023","Thu Feb 23 21:31:40 GMT 2023","36983","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.1 Org Admin-- All fields enabled -- redirect to View Added Case",""
"passed","Thu Feb 23 22:34:21 GMT 2023","Thu Feb 23 22:34:38 GMT 2023","16967","","Edit Person","","","","4. Add a Person with disabled fields & check if those are shown up on Person Edit page after enabling all of the rest of the fields and editing Business Name / First Name / Last Name",""
"passed","Thu Feb 23 21:55:12 GMT 2023","Thu Feb 23 21:55:26 GMT 2023","14514","Add Person","1. Org Admin","","","","1.2. Optional fields disabled -- First & Last Name populated -- redirect to Add Person page again",""
"passed","Thu Feb 23 21:31:41 GMT 2023","Thu Feb 23 21:32:00 GMT 2023","19024","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.2 Org Admin-- minimum case fields -- redirect to Add Case page again",""
"passed","Thu Feb 23 22:29:58 GMT 2023","Thu Feb 23 22:31:05 GMT 2023","67563","","Edit Item","","","","2. Edit and verify all values on Item View page -- keep the previous values in multiselect fields  - Tags & Item Belongs To; 2.1. hitting *enter* button does not wipe out Additional Barcode",""
"failed","Thu Feb 23 22:01:49 GMT 2023","Thu Feb 23 22:04:05 GMT 2023","135467","Add User","1.1 Org Admin","","","","1.1.2. add user with required fields only",""
"passed","Thu Feb 23 21:43:36 GMT 2023","Thu Feb 23 21:44:05 GMT 2023","29047","Add Item","1. Org Admin","","","","1.3. Add Item from Case View /Items tab -- redirect to Add Item page again",""
"failed","Thu Feb 23 21:34:41 GMT 2023","Thu Feb 23 21:35:23 GMT 2023","41555","Add Case","2. --- with Case Number formatting in Org, AutoDispo OFF ","","","","2.2 verify Org Case Number Format with custom validation message",""
"passed","Thu Feb 23 21:32:23 GMT 2023","Thu Feb 23 21:32:43 GMT 2023","19973","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.4 Org Admin-- minimum case fields -- redirect to Add Person page",""
"passed","Thu Feb 23 21:36:27 GMT 2023","Thu Feb 23 21:36:44 GMT 2023","17124","Add Case","4. --- with Default Case Number in Org ","","","","4.2 verify Org Default Case Number Prefix, keep a default value as part of the Case Number",""
"failed","Thu Feb 23 22:20:58 GMT 2023","Thu Feb 23 22:22:42 GMT 2023","104046","Auto-Disposition","3. Verify ""Re-Distribute Case Review Dates"" functionality","","","","3.1 Verify ""Re-Distribute"" for ""Past Due"" cases",""
"passed","Thu Feb 23 21:33:02 GMT 2023","Thu Feb 23 21:33:23 GMT 2023","21210","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.6 Org Admin-- minimum case fields -- redirect to Notes tab on Case View page",""
"passed","Thu Feb 23 21:49:10 GMT 2023","Thu Feb 23 21:49:30 GMT 2023","19713","Add Item","3 Add Item with Custom Form","","","","3.3 --- with required Currency Form attached - System Template",""
