"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 23 12:32:47 GMT 2023","Thu Feb 23 12:35:24 GMT 2023","157498","Add User","1.3 --- with Custom Forms","","","","1.3.2 --- with required Custom Form but not filled out, all optional fields on Form",""
"passed","Thu Feb 23 12:00:33 GMT 2023","Thu Feb 23 12:01:00 GMT 2023","26405","Add Case","8. --- with required Custom Form but not filled out, all optional fields on Form","","","","8.1 verify that required custom form is attached to the case with blank fields",""
"skipped","Thu Feb 23 12:38:45 GMT 2023","Thu Feb 23 12:38:45 GMT 2023","8","","Auto-Disposition","","","","3.2 Verify ""Close X Cases"" functionality",""
"passed","Thu Feb 23 12:07:03 GMT 2023","Thu Feb 23 12:07:26 GMT 2023","22318","Add Item","1. Org Admin","","","","1.5. Add item from Scan page -- redirect to Item View/Media tab",""
"passed","Thu Feb 23 11:57:23 GMT 2023","Thu Feb 23 11:57:45 GMT 2023","21915","Add Case","4. --- with Default Case Number in Org ","","","","4.1 verify Org Default Case Number Prefix, clear a default value and save the other one",""
"passed","Thu Feb 23 11:58:58 GMT 2023","Thu Feb 23 11:59:18 GMT 2023","19785","Add Case","6. --- with Auto Assigned Case Number ","","","","6.1 verify Auto Assigned Case Number with Default Case Number Prefix",""
"passed","Thu Feb 23 11:58:05 GMT 2023","Thu Feb 23 11:58:17 GMT 2023","12395","Add Case","4. --- with Default Case Number in Org ","","","","4.3 verify Org Default Case Number Prefix and Org Formatting pattern, before and after page reload",""
"passed","Thu Feb 23 12:07:49 GMT 2023","Thu Feb 23 12:08:17 GMT 2023","28558","Add Item","1. Org Admin","","","","1.7. Add Item from Person View/ ""Items Belonging to"" tab -- redirect to Add Duplicate Item page and complete the action",""
"passed","Thu Feb 23 12:06:02 GMT 2023","Thu Feb 23 12:06:33 GMT 2023","30279","Add Item","1. Org Admin","","","","1.3. Add Item from Case View /Items tab -- redirect to Add Item page again",""
"failed","Thu Feb 23 12:52:13 GMT 2023","Thu Feb 23 12:52:45 GMT 2023","31677","","Edit Person","","","","1. Edit and verify all values on Person View page",""
"passed","Thu Feb 23 12:20:56 GMT 2023","Thu Feb 23 12:21:07 GMT 2023","11525","Add Task","1.1 Org Admin","","","","1.1.2. Add task assigned to 1 User and check email notification with more Task details",""
"passed","Thu Feb 23 12:27:23 GMT 2023","Thu Feb 23 12:27:36 GMT 2023","12599","Add User","1.1 Org Admin","","","","1.1.3 validation message for missing permissions",""
"passed","Thu Feb 23 12:52:45 GMT 2023","Thu Feb 23 12:53:08 GMT 2023","23399","","Edit Person","","","","2. Edit and verify reduced number of values on Person View page - First & Last Name",""
"passed","Thu Feb 23 12:21:07 GMT 2023","Thu Feb 23 12:21:19 GMT 2023","11469","Add Task","1.1 Org Admin","","","","A.T_1.3. Add task assigned to 1 User Group and check email notification with less Task details",""
"passed","Thu Feb 23 12:04:24 GMT 2023","Thu Feb 23 12:05:10 GMT 2023","46103","Add Item","1. Org Admin","","","","1.1 All fields enabled -- ""Item Belongs To Shows All People"" turned ON in Org Settings -- multiple people not linked to Primary Case are selected in ""Item Belongs to"" field ",""
"passed","Thu Feb 23 12:16:47 GMT 2023","Thu Feb 23 12:17:18 GMT 2023","30812","Add Person","1. Org Admin","","","","1.1. All fields enabled -- redirect to View Added Person",""
"passed","Thu Feb 23 12:17:39 GMT 2023","Thu Feb 23 12:17:53 GMT 2023","14079","Add Person","1. Org Admin","","","","1.3. Business Name populated only -- redirect to Add Item page",""
"passed","Thu Feb 23 12:47:30 GMT 2023","Thu Feb 23 12:48:39 GMT 2023","69221","","Edit Item","","","","1. Edit and verify all values on Item View page -- replace the current values in multiselect fields - Tags & Item Belongs To",""
"passed","Thu Feb 23 12:17:53 GMT 2023","Thu Feb 23 12:18:02 GMT 2023","8821","Add Person","1. Org Admin","","","","1.4. redirect to Case View page",""
"passed","Thu Feb 23 11:58:20 GMT 2023","Thu Feb 23 11:58:55 GMT 2023","34405","Add Case","5. --- with Default Case Number in Office ","","","","5.1 verify Office Default Case Number Prefix",""
"passed","Thu Feb 23 12:44:36 GMT 2023","Thu Feb 23 12:44:56 GMT 2023","20015","","Edit Case","","","","4.  Case Number Formatting at Org level -- old case that was saved without formatting can be edited without changing Case Number or changing it with proper format",""
"failed","Thu Feb 23 12:14:36 GMT 2023","Thu Feb 23 12:15:13 GMT 2023","37575","","Add Media","","","","A.M_1. Add Media to Case",""
"passed","Thu Feb 23 11:59:24 GMT 2023","Thu Feb 23 12:00:28 GMT 2023","64081","Add Case","7. --- with required Custom Form filled out, all required fields on Form","","","","7.1 verify all values are properly saved to the custom form -single user in custom User/User Group field",""
"failed","Thu Feb 23 12:38:48 GMT 2023","Thu Feb 23 12:40:45 GMT 2023","117144","Auto-Disposition","3. Verify ""Re-Distribute Case Review Dates"" functionality","","","","3.1 Verify ""Re-Distribute"" for ""Past Due"" cases",""
"skipped","Thu Feb 23 12:38:45 GMT 2023","Thu Feb 23 12:38:45 GMT 2023","2","","Auto-Disposition","","","","3.3 Verify ""Recalculate Cases to Dispose"" functionality",""
"passed","Thu Feb 23 12:12:10 GMT 2023","Thu Feb 23 12:12:40 GMT 2023","30187","Add Item","3 Add Item with Custom Form","","","","3.5 --- Splitting item with Currency Form attached",""
"passed","Thu Feb 23 12:10:54 GMT 2023","Thu Feb 23 12:11:25 GMT 2023","30856","Add Item","3 Add Item with Custom Form","","","","3.2 --- with required Custom Form but not filled out, all optional fields on Form",""
"passed","Thu Feb 23 12:43:57 GMT 2023","Thu Feb 23 12:44:35 GMT 2023","37933","","Edit Case","","","","3. Edit and verify reduced number of values on Case View page -- enter User Group instead of User as Case Officer",""
"passed","Thu Feb 23 12:01:05 GMT 2023","Thu Feb 23 12:01:46 GMT 2023","40500","Add Case","9. --- with multiple users/groups in Case Officers field","","","","9.1 verify multiple Users and Groups can be saved in Case Officers field and Custom User/User Group",""
"passed","Thu Feb 23 12:45:11 GMT 2023","Thu Feb 23 12:45:29 GMT 2023","17936","","Edit Case","","","","6. Auto-Assigned Case Number -- Case Number can be edited when Auto-assigning of Case Numbers is enabled for new cases",""
"passed","Thu Feb 23 12:20:39 GMT 2023","Thu Feb 23 12:20:55 GMT 2023","16577","Add Task","1.1 Org Admin","","","","1.1.1 Add task with required fields only -- keep it Unassigned",""
"passed","Thu Feb 23 12:19:16 GMT 2023","Thu Feb 23 12:19:35 GMT 2023","18884","Add Person","3. Add Person with Custom Form","","","","3.2. --- with required Custom Form but not filled out, all optional fields on Form",""
"passed","Thu Feb 23 12:15:53 GMT 2023","Thu Feb 23 12:16:03 GMT 2023","9813","","Add Notes - Org1","","","","A.N_2. Add Note to Item",""
"passed","Thu Feb 23 12:11:45 GMT 2023","Thu Feb 23 12:12:10 GMT 2023","24367","Add Item","3 Add Item with Custom Form","","","","3.4 --- Duplicating item with Currency Form attached",""
"passed","Thu Feb 23 12:44:56 GMT 2023","Thu Feb 23 12:45:11 GMT 2023","14233","","Edit Case","","","","5. Case Number Formatting at Office level -- old case that was saved without formatting can be edited without changing Case Number or changing it with proper format",""
"passed","Thu Feb 23 12:11:25 GMT 2023","Thu Feb 23 12:11:45 GMT 2023","20084","Add Item","3 Add Item with Custom Form","","","","3.3 --- with required Currency Form attached - System Template",""
"passed","Thu Feb 23 12:42:05 GMT 2023","Thu Feb 23 12:43:01 GMT 2023","56686","","Edit Case","","","","1. Edit and verify all values on Case View page -- replace the current values in multiselect fields (Case Officers, Tags)",""
"passed","Thu Feb 23 12:07:26 GMT 2023","Thu Feb 23 12:07:48 GMT 2023","22283","Add Item","1. Org Admin","","","","1.6. Add Item from Person View/ Items Recovered By -- redirect to Item View/ Notes tab",""
"passed","Thu Feb 23 11:53:03 GMT 2023","Thu Feb 23 11:53:27 GMT 2023","23642","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.4 Org Admin-- minimum case fields -- redirect to Add Person page",""
"passed","Thu Feb 23 11:51:30 GMT 2023","Thu Feb 23 11:52:13 GMT 2023","42859","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.1 Org Admin-- All fields enabled -- redirect to View Added Case",""
"passed","Thu Feb 23 11:53:27 GMT 2023","Thu Feb 23 11:53:46 GMT 2023","18953","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.5 Org Admin-- minimum case fields -- redirect to Media tab on Case View page",""
"passed","Thu Feb 23 12:48:41 GMT 2023","Thu Feb 23 12:49:52 GMT 2023","71307","","Edit Item","","","","2. Edit and verify all values on Item View page -- keep the previous values in multiselect fields  - Tags & Item Belongs To; 2.1. hitting *enter* button does not wipe out Additional Barcode",""
"failed","Thu Feb 23 12:30:47 GMT 2023","Thu Feb 23 12:32:47 GMT 2023","119157","Add User","1.3 --- with Custom Forms","","","","1.3.1 --- with required Custom Form filled out, all required fields on Form",""
"failed","Thu Feb 23 12:27:36 GMT 2023","Thu Feb 23 12:29:14 GMT 2023","98280","Add User","1.1 Org Admin","","","","1.1.4 validation message for inactive user account",""
"failed","Thu Feb 23 12:41:45 GMT 2023","Thu Feb 23 12:41:46 GMT 2023","615","","Chain of Custody","","","","CoC_1. Check Out",""
"passed","Thu Feb 23 12:22:13 GMT 2023","Thu Feb 23 12:25:40 GMT 2023","206778","Add User","1.1 Org Admin","","","","1.1.1. add user with all fields -- log in with newly created account",""
"passed","Thu Feb 23 11:56:28 GMT 2023","Thu Feb 23 11:57:07 GMT 2023","39551","Add Case","3. --- with Case Number formatting in Office ","","","","3.1 verify Office Case Number Format with default validation message",""
"passed","Thu Feb 23 12:49:52 GMT 2023","Thu Feb 23 12:50:40 GMT 2023","47360","","Edit Item","","","","3. Remove all optional values & check history records",""
"passed","Thu Feb 23 12:16:03 GMT 2023","Thu Feb 23 12:16:15 GMT 2023","11828","","Add Notes - Org1","","","","A.N_3. Add Note to Person",""
"passed","Thu Feb 23 12:05:10 GMT 2023","Thu Feb 23 12:06:02 GMT 2023","52021","Add Item","1. Org Admin","","","","1.2. Optional fields disabled -- redirect to View Added Item -- Item Belongs To Shows All People"" turned OFF in Org Settings -- multiple values selected for ""Item Belongs to"" and Tags",""
"passed","Thu Feb 23 12:45:29 GMT 2023","Thu Feb 23 12:46:04 GMT 2023","35595","","Edit Case","","","","7. Remove all optional values & check history records",""
"passed","Thu Feb 23 11:55:23 GMT 2023","Thu Feb 23 11:55:42 GMT 2023","18652","Add Case","2. --- with Case Number formatting in Org, AutoDispo OFF ","","","","2.1 verify Org Case Number Format and check that Case Review Date/Notes is NOT displayed for Org Admin",""
"passed","Thu Feb 23 12:08:43 GMT 2023","Thu Feb 23 12:09:13 GMT 2023","29483","Add Item","1. Org Admin","","","","1.9. Only active people should show up in ""Recovered By"" field when searching by first/middle/last name or email",""
"passed","Thu Feb 23 12:43:03 GMT 2023","Thu Feb 23 12:43:56 GMT 2023","53019","","Edit Case","","","","2. Edit and verify all values on Case View page -- keep the previous values and add new ones in multiselect fields (Case Officers, Tags)",""
"passed","Thu Feb 23 11:57:08 GMT 2023","Thu Feb 23 11:57:18 GMT 2023","10034","Add Case","3. --- with Case Number formatting in Office ","","","","3.2 verify Office Case Number Format with custom validation message",""
"passed","Thu Feb 23 12:38:08 GMT 2023","Thu Feb 23 12:38:29 GMT 2023","21547","","Auto-Disposition","","","","1 Verify auto-dispo can be enabled and disabled in Org Settings",""
"passed","Thu Feb 23 12:41:39 GMT 2023","Thu Feb 23 12:41:45 GMT 2023","5628","","Chain of Custody","","","","CoC_1. New Item Entry",""
"passed","Thu Feb 23 11:52:13 GMT 2023","Thu Feb 23 11:52:35 GMT 2023","22152","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.2 Org Admin-- minimum case fields -- redirect to Add Case page again",""
"passed","Thu Feb 23 12:09:54 GMT 2023","Thu Feb 23 12:10:54 GMT 2023","59937","Add Item","3 Add Item with Custom Form","","","","3.1 --- with required Custom Form filled out, all required fields on Form",""
"passed","Thu Feb 23 12:53:09 GMT 2023","Thu Feb 23 12:53:36 GMT 2023","27018","","Edit Person","","","","3. Edit and verify reduced number of values on Person View page - Business Name",""
"passed","Thu Feb 23 12:15:33 GMT 2023","Thu Feb 23 12:15:52 GMT 2023","19606","","Add Notes - Org1","","","","A.N_1. Add Note to Case",""
"skipped","Thu Feb 23 12:38:45 GMT 2023","Thu Feb 23 12:38:45 GMT 2023","10","","Auto-Disposition","","","","3.4 Verify ""View X Cases"" functionality",""
"failed","Thu Feb 23 12:25:41 GMT 2023","Thu Feb 23 12:27:23 GMT 2023","102205","Add User","1.1 Org Admin","","","","1.1.2. add user with required fields only",""
"passed","Thu Feb 23 12:46:06 GMT 2023","Thu Feb 23 12:46:20 GMT 2023","14031","","Edit Case","","","","8. Add a Case with disabled fields & check if required fields are displayed properly on Case Edit page after enabling",""
"passed","Thu Feb 23 11:57:45 GMT 2023","Thu Feb 23 11:58:05 GMT 2023","19723","Add Case","4. --- with Default Case Number in Org ","","","","4.2 verify Org Default Case Number Prefix, keep a default value as part of the Case Number",""
"passed","Thu Feb 23 11:52:36 GMT 2023","Thu Feb 23 11:53:03 GMT 2023","27523","Add Case","1. --- No Case Number formatting in Org/Office, AutoDispo ON","","","","1.3 Org Admin-- minimum case fields -- redirect to Add Item page",""
"passed","Thu Feb 23 12:50:42 GMT 2023","Thu Feb 23 12:50:58 GMT 2023","16674","","Edit Item","","","","4. Edit and verify reduced number of values on Item View page ",""
"passed","Thu Feb 23 12:29:14 GMT 2023","Thu Feb 23 12:30:47 GMT 2023","92827","Add User","1.2 Power User -- all permissions in Office","","","","1.2.1. Office Admin can create a new user account",""
"passed","Thu Feb 23 12:38:30 GMT 2023","Thu Feb 23 12:38:45 GMT 2023","15727","","Auto-Disposition","","","","2. Verify validation message for Follow Up Days",""
"failed","Thu Feb 23 11:55:42 GMT 2023","Thu Feb 23 11:56:24 GMT 2023","42279","Add Case","2. --- with Case Number formatting in Org, AutoDispo OFF ","","","","2.2 verify Org Case Number Format with custom validation message",""
"skipped","Thu Feb 23 12:29:14 GMT 2023","Thu Feb 23 12:29:14 GMT 2023","5","Add User","1.1 Org Admin","","","","A.U_3. Add External User",""
"passed","Thu Feb 23 12:16:15 GMT 2023","Thu Feb 23 12:16:24 GMT 2023","9247","","Add Notes - Org1","","","","A.N_4. Add Note to Task",""
"passed","Thu Feb 23 12:50:59 GMT 2023","Thu Feb 23 12:51:12 GMT 2023","13111","","Edit Item","","","","5. Add an Item with disabled non required / required fields & check if those are shown up on Item Edit page after enabling",""
"passed","Thu Feb 23 12:53:36 GMT 2023","Thu Feb 23 12:53:55 GMT 2023","18639","","Edit Person","","","","4. Add a Person with disabled fields & check if those are shown up on Person Edit page after enabling all of the rest of the fields and editing Business Name / First Name / Last Name",""
